source_case_id,source_language,target_language,source_path,translation_path,source_sha256,translation_sha256,translation_id,status,failed_checks,provider,api_version,model,project_id,location,created_at,input_codepoints,output_codepoints
FR100439,fr,de,FR100439.source.fr.txt,FR100439.translation.de.txt,8b41c6f1e8202b3bcf765fded0d432548f20fbf471fde54bb2d8d10e782f38e0,f9ded8875d75868b5b25d00677a679ee2b5a2b9b347e1a3cd4c3af39cab03564,e3c-de-full-246-google-tllm-v1-FR100439-f9ded8875d75,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,3195,3358
FR100448,fr,de,FR100448.source.fr.txt,FR100448.translation.de.txt,add4fbab0a41ef4bba383b0e5cbb6c994ebbb64382e2df5ab9ec3337a5f2fcd4,673ba6074586650354ff80f08c541814349430be3fd993dd0ed26bf375434234,e3c-de-full-246-google-tllm-v1-FR100448-673ba6074586,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,2141,2187
FR100453,fr,de,FR100453.source.fr.txt,FR100453.translation.de.txt,5acf55bff1f253687add646adf7d70b6713687d773d98d847dc722f4413e95ce,0d2aeb3709664f272f315e7efba4ba9cccf8e5ec0b3b387925ede399d1cb0c39,e3c-de-full-246-google-tllm-v1-FR100453-0d2aeb370966,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,1039,1154
FR100480,fr,de,FR100480.source.fr.txt,FR100480.translation.de.txt,4811e2cccf868e064efe94d98ed894014026aa1f4f129a64ff07bf30f07349d4,c1a6e7af3f0a766d5e5ae0f5593c1d825e19724c01107ee7480d9609a17548cc,e3c-de-full-246-google-tllm-v1-FR100480-c1a6e7af3f0a,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,2897,2893
FR100510,fr,de,FR100510.source.fr.txt,FR100510.translation.de.txt,7718f8af3f33095896f8629f8a8ed168368ca1169edc9b6778e02aa5aaf2443f,6de8e4ebbe47603278f2e3915513bd0578fc85fa96459fa3be6679b1fd149b51,e3c-de-full-246-google-tllm-v1-FR100510-6de8e4ebbe47,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,1939,2149
FR100515,fr,de,FR100515.source.fr.txt,FR100515.translation.de.txt,1727395a07572ed0e92b4ea1d20c3d3bfacc660aacf244f59be30961eff4b68b,93cee9a4f06acd9b4fa255917f9f14e0763786b9fa37c1a9c0fc99fec1502745,e3c-de-full-246-google-tllm-v1-FR100515-93cee9a4f06a,automatic_check_failed,units_added,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,3390,3713
FR100517,fr,de,FR100517.source.fr.txt,FR100517.translation.de.txt,ebfba2533292daf2efa76166ea692d53fda76d2cf5bb76a39b93bf0398e053ce,4b5366bf9e9f5741645d298478d026c90ad46d327eef53035439128ea3ff7e4c,e3c-de-full-246-google-tllm-v1-FR100517-4b5366bf9e9f,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,3288,3390
FR100519,fr,de,FR100519.source.fr.txt,FR100519.translation.de.txt,f095f4c7d07e874442e6460cc4be5275a3ec7f0ed8ec240bf2af7e7cdfeb557b,3f603257f1b91d5fa0fc8ec178c4cb11d3578f7ff1cd366e56924d852b7bd26f,e3c-de-full-246-google-tllm-v1-FR100519-3f603257f1b9,automatic_check_failed,units_added,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,3204,3491
FR100579,fr,de,FR100579.source.fr.txt,FR100579.translation.de.txt,e99f2b05788a94a6e63a3610e312fb4cbcc79c0ff75e124d531bc3b44cebda48,32899bfdb8da6891c6620965f4462e85d211a8c9c2b04ae29f9c79c61660288f,e3c-de-full-246-google-tllm-v1-FR100579-32899bfdb8da,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,648,645
FR100589,fr,de,FR100589.source.fr.txt,FR100589.translation.de.txt,64f1d04bb0bcee5994642547f8b3113b654853c9fded533101a6d41866356a58,c2ab4a80bccf69a7f3efbfebea741a57dbd31bfdb2309bb1a6f2d74487ef9b8f,e3c-de-full-246-google-tllm-v1-FR100589-c2ab4a80bccf,automatic_check_failed,units_added,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,3916,4022
FR100597,fr,de,FR100597.source.fr.txt,FR100597.translation.de.txt,e1218ae4cc338ad1042898d4d14a2f4c77d1ff8035391aeb21a4840923e11983,02ce5c21c92cc08bf63162738ffc9c46328aec3e5bbe649a2b1b3d2695b1ee4a,e3c-de-full-246-google-tllm-v1-FR100597-02ce5c21c92c,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,4001,4256
FR100603,fr,de,FR100603.source.fr.txt,FR100603.translation.de.txt,b35c4d40ea5d6ea437017df71d12f7d1d94574a77ffb3b2aa68bca1854ff8f99,0a2d0e5c77f28ada0f0d95e0dbfb16e8f2a33b3c07c524854f5827ca7f6da3d5,e3c-de-full-246-google-tllm-v1-FR100603-0a2d0e5c77f2,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,829,845
FR100611,fr,de,FR100611.source.fr.txt,FR100611.translation.de.txt,458c831c1d39c39396827f2f62a4fc7d736a48ad9416b70c999c86f25cb01a2a,6cd69c639dd0a80a2d51ff3e8a1bc2e9dd965801f24922033388743282bd258a,e3c-de-full-246-google-tllm-v1-FR100611-6cd69c639dd0,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,2091,2255
FR100614,fr,de,FR100614.source.fr.txt,FR100614.translation.de.txt,7d2126866b1c3c01b00d5b9f82d9f3d24363cf9d4813dda5906bcb8840849a74,3106069325df7ac1c55ae1d64328722ca8303d2c90b08af9563810b51164a24b,e3c-de-full-246-google-tllm-v1-FR100614-3106069325df,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,2094,2261
FR100620,fr,de,FR100620.source.fr.txt,FR100620.translation.de.txt,2550d99cae3e7bcee7868229e5c73816e17ffab1485ec311b74c23297a2a40b0,df7801ef6b03933fc6d1d27c2dc72701ca0af1a9c499ba6c1f6a9140fad45900,e3c-de-full-246-google-tllm-v1-FR100620-df7801ef6b03,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,3697,3889
FR100623,fr,de,FR100623.source.fr.txt,FR100623.translation.de.txt,c16f2f0950c5b58fb682ee5c2f7162cd6fb5862ab95f9b5ff82bbd140510532e,df57e3873b22399e7612678dbc6601d7bec044a02537e24ba8bc6434de24683b,e3c-de-full-246-google-tllm-v1-FR100623-df57e3873b22,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,1085,1216
FR100629,fr,de,FR100629.source.fr.txt,FR100629.translation.de.txt,dd819d1f1d705bfa233617738a0743c9aefadfd229ff0235313c99137bf6dd26,c6697cc97ab822f891ac5f4eda5a60b2582a3f6c1e7f7ade57de0c580fd51146,e3c-de-full-246-google-tllm-v1-FR100629-c6697cc97ab8,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,1973,1983
FR100632,fr,de,FR100632.source.fr.txt,FR100632.translation.de.txt,1d9cc4d0ff522cb5df55c9c9340e195e5850865b7dcb94bebebab5bc47459035,27f5d1696e5cb08f6d124c3ab3b9db2e467803dde8f97f40cf2cbd4c86d2c119,e3c-de-full-246-google-tllm-v1-FR100632-27f5d1696e5c,automatic_check_failed,units_added,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,3415,3521
FR100658,fr,de,FR100658.source.fr.txt,FR100658.translation.de.txt,234ac41275c50c85e5dfc35ba1963f4573963263fa55f23e385609a2f408e669,1d316dda7c60bb59a1397526eb0d3430cf147586bac8e404ff830c275b217899,e3c-de-full-246-google-tllm-v1-FR100658-1d316dda7c60,automatic_check_failed,units_added,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,3803,3833
FR100663,fr,de,FR100663.source.fr.txt,FR100663.translation.de.txt,16f46eaf442090a59a81d0f02f15f1a448ac0b147aa581de90b14650dfa03738,10869fb4c89644912876fad88e8d56a413ad6130002d0f04070996a83ef7ea68,e3c-de-full-246-google-tllm-v1-FR100663-10869fb4c896,automatic_check_failed,units_added,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,3453,3655
FR100666,fr,de,FR100666.source.fr.txt,FR100666.translation.de.txt,b2077d46892bbbeeb1d74de6577cf35755cb15243ad014e32e0d6120733ab662,c24110d8926323ec20fc88197aba31586729bfde556b673d4d01216d80d75150,e3c-de-full-246-google-tllm-v1-FR100666-c24110d89263,automatic_check_failed,units_added,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,3034,3274
FR100683,fr,de,FR100683.source.fr.txt,FR100683.translation.de.txt,f2d5450c55d9b217c3463a871a1240f2f9df2c9c414dcbe8d0c49ad33d1074f2,b313c4a70c810806f725d22a72122cec910677679d2b2d34349aa0f9e44ad3a0,e3c-de-full-246-google-tllm-v1-FR100683-b313c4a70c81,automatic_check_failed,units_added,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,1910,2010
FR100688,fr,de,FR100688.source.fr.txt,FR100688.translation.de.txt,486b582cfc19e8d70408499572db584d054aacff182796a25bc0eddf88a11020,e5292c87b9d363183cb681c7d8f45052dfb090ec78563dd5e233641f479b1edf,e3c-de-full-246-google-tllm-v1-FR100688-e5292c87b9d3,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,2088,2351
FR100689,fr,de,FR100689.source.fr.txt,FR100689.translation.de.txt,0253734a528eb5ee7d31dd958b8fd7486093183ed29da305645a9b01c8f460e0,6aaaab48d1dd18e7d7708664d1bd850d9805d5f7edd95c932c207fbf17b72e87,e3c-de-full-246-google-tllm-v1-FR100689-6aaaab48d1dd,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,3178,3372
FR100697,fr,de,FR100697.source.fr.txt,FR100697.translation.de.txt,be089c188dbf6d24e2d82720d6a128fc93ae23829dc0ad3f6608498534156a69,5808d3ca2b9566215a73466c55d879fcb864254361ec053ab6a35b94bc0253c0,e3c-de-full-246-google-tllm-v1-FR100697-5808d3ca2b95,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,2111,2239
FR100708,fr,de,FR100708.source.fr.txt,FR100708.translation.de.txt,c31b581af7ced9f94d88fae486e81f7fb9414b8bb58b28c8cb48504a2910c4a0,7738e8ebba879f1ce5b347d09c0ecd30964caec28187ebef33377707daace801,e3c-de-full-246-google-tllm-v1-FR100708-7738e8ebba87,automatic_check_failed,units_added,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,2171,2302
FR100717,fr,de,FR100717.source.fr.txt,FR100717.translation.de.txt,7bc865e7da96ce7392e65ba9198e0a5a8ff0480baf82e15864fa41114df4bd18,fb942aeeae154743ce309bc812a3ab8fa9712b9d66e7449359f69f6ef351d457,e3c-de-full-246-google-tllm-v1-FR100717-fb942aeeae15,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,1930,2204
FR100748,fr,de,FR100748.source.fr.txt,FR100748.translation.de.txt,8a5b2c6bb24710edef76d665d505bac1d8b22f8bbfcabb6633d18bc9af7b10ca,0e4ac133134ddb112a5fa804ca0bc1e176d51ea5420eecaa6cb4dae696b6c01d,e3c-de-full-246-google-tllm-v1-FR100748-0e4ac133134d,automatic_check_failed,units_added,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,3229,3395
FR100766,fr,de,FR100766.source.fr.txt,FR100766.translation.de.txt,76d37baa43006827b1acd067e42c55126985be55c0c6a3ea020b796533b12372,b4ae471e4c1b30218be0a36ede2f1abce49ec7d5f8f0e1c1b83d17813fe3c7ae,e3c-de-full-246-google-tllm-v1-FR100766-b4ae471e4c1b,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,844,1110
FR100780,fr,de,FR100780.source.fr.txt,FR100780.translation.de.txt,1ca578b718db37a167545a493df185008d659e7fa8096887ee3a62301aef738d,d26a8eeb77179e2e751d637b03dfe0aa89721526fe0c1cfe7a4705ad8597390e,e3c-de-full-246-google-tllm-v1-FR100780-d26a8eeb7717,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,3444,4043
FR100806,fr,de,FR100806.source.fr.txt,FR100806.translation.de.txt,14d89b05ec109d956ca5ca860731f6d1b3ee9958b7ae83ccb1fa36ee8682adef,ef4b4650dd5f89e0609bcbf60eb69fcfb9149e0df168c11e16cdf262307598e1,e3c-de-full-246-google-tllm-v1-FR100806-ef4b4650dd5f,automatic_check_failed,units_added,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,3255,3558
FR100814,fr,de,FR100814.source.fr.txt,FR100814.translation.de.txt,525f40f64e803890df6fcca7b2ff203998f6bf8e4b09f44f95c38bacfa29e063,b7e80ef18f90a4b383c5287a254ed10124a353e270740a14a4bd6bfff639cba2,e3c-de-full-246-google-tllm-v1-FR100814-b7e80ef18f90,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,685,813
FR100826,fr,de,FR100826.source.fr.txt,FR100826.translation.de.txt,963d9fa15812fe1c10df4999f8a28a9c23e07394b969160eda9c17aa9fac1b6d,93b86c15ee8426d3ebe0546d909c7cbc3ffcc3305ecae44b656976586b06ce9a,e3c-de-full-246-google-tllm-v1-FR100826-93b86c15ee84,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,921,1080
FR100845,fr,de,FR100845.source.fr.txt,FR100845.translation.de.txt,54ee7774ca6ca90e4ba13c8567151f5e83a8d6653b682191c55dcaf4651b075a,52475af49906e5f187ab1ce43635f41557451b9dc2b5be34ce170b8951ff5fea,e3c-de-full-246-google-tllm-v1-FR100845-52475af49906,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,2055,2412
FR100849,fr,de,FR100849.source.fr.txt,FR100849.translation.de.txt,57232320065c61538b00e78c30e8960eeba342b94a3881a9923831cf29dcf52a,61414f50ddc61b3e85dada9922c8ef59ee598a42beb5a943e8f6ab7100315e69,e3c-de-full-246-google-tllm-v1-FR100849-61414f50ddc6,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,753,819
FR100870,fr,de,FR100870.source.fr.txt,FR100870.translation.de.txt,15595e7c8ed2cc1e47cbf4a425f43c9912559f71de10fc1812c4fb97d7450a8b,dd4e0440174edd77765ff1c37df9b95e80500d313548e533a0e8314273fed263,e3c-de-full-246-google-tllm-v1-FR100870-dd4e0440174e,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,2961,3275
FR100874,fr,de,FR100874.source.fr.txt,FR100874.translation.de.txt,f7a3e1bf86c23cbf59938953b868682a1b053d3680290072acf6fb324a33db8a,48723a57ca68c6c472bc5a053c4d2ed5500d1775aadadc05cbf57279fe4bd088,e3c-de-full-246-google-tllm-v1-FR100874-48723a57ca68,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,1971,2196
FR100882,fr,de,FR100882.source.fr.txt,FR100882.translation.de.txt,5ada5d626814185c601b0e5ffc28038691fef11cbd2c766f15991a9424805b7a,f683dff7e6816530e4e813de576942d702c42f97bd6bab17a06595561bffe8ca,e3c-de-full-246-google-tllm-v1-FR100882-f683dff7e681,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,3180,3192
FR100883,fr,de,FR100883.source.fr.txt,FR100883.translation.de.txt,dee3fb193b90fb29462a8f2ff32035c17418d638789308e601d7cfb30d33a67b,c7a0ad1ef9004c116b3a4fc73eeb27b55d10e1cd14e2737ce63cab6fb4466e8f,e3c-de-full-246-google-tllm-v1-FR100883-c7a0ad1ef900,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,803,916
FR100894,fr,de,FR100894.source.fr.txt,FR100894.translation.de.txt,94c5ad61ab06696b624130c9ac2e0bf984ba1a79600d22c8ff1057fb5ee448c3,ddf34067b079ccbbb12e6f0450c59e15d4d8acbd81f4c21ea2646f0b30ae12c2,e3c-de-full-246-google-tllm-v1-FR100894-ddf34067b079,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,3031,3113
FR100903,fr,de,FR100903.source.fr.txt,FR100903.translation.de.txt,38e6fdb85c325dbcfcf6c5d2cf3cbb774ca02d98b5910f2c78d2a9dbd3ac3a0b,c25ac04bde4e2fa8edd510dbbab943ddd6901bc4546ebca0d06deaf1f54bda4f,e3c-de-full-246-google-tllm-v1-FR100903-c25ac04bde4e,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,3422,3396
FR100919,fr,de,FR100919.source.fr.txt,FR100919.translation.de.txt,41b6de73b416d347a53946bd2263552425d28dd0e2f7170cbf458164394e0c17,85cacd8567eb4bc0bc1ce733c906565b7a49c45e8f8b272df469d8170d44c120,e3c-de-full-246-google-tllm-v1-FR100919-85cacd8567eb,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,828,899
FR100921,fr,de,FR100921.source.fr.txt,FR100921.translation.de.txt,41f77c9c2777572675dc2ffb86e62344cd5663e1762a5ea4ce85dc22735dc201,5b091d8414544979993cac30ff26068d7d694f71abf22581445a269500c319b8,e3c-de-full-246-google-tllm-v1-FR100921-5b091d841454,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,510,543
FR100925,fr,de,FR100925.source.fr.txt,FR100925.translation.de.txt,1480e9e3f34959c53c994fb95b87be29fd2ef94af74fc3dbb6cd457ec256c996,4c4031bea9bd5638d437329d596d7886f3698652348463a28b2ce9cd14a29df7,e3c-de-full-246-google-tllm-v1-FR100925-4c4031bea9bd,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,1421,1574
FR100930,fr,de,FR100930.source.fr.txt,FR100930.translation.de.txt,bc81643bb6edf79a17510a7e11b9805dfc3017b645ba6baa664c4abbe56d7db9,76b9be49e96bb73f434ccdc2f04a2457644473cbeb228698667ee69b843c1178,e3c-de-full-246-google-tllm-v1-FR100930-76b9be49e96b,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,542,574
FR100932,fr,de,FR100932.source.fr.txt,FR100932.translation.de.txt,1626d81e4a1da826dad134297db70064a64b6d379761cb899c1091f4737f1e8d,00e769b0798fbcd5064add0be4dec60c14c5238560019b70f98a937514d5886e,e3c-de-full-246-google-tllm-v1-FR100932-00e769b0798f,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,881,1098
FR100944,fr,de,FR100944.source.fr.txt,FR100944.translation.de.txt,f34bb35452e044862f965e2f1906fb1a244d346a6d6d779fff6d495c076e2ab8,7d5e0132e53f1cd3f8ad5ee81c126c7fd0b26c0cf8bb4fbbf281053cdf399d1a,e3c-de-full-246-google-tllm-v1-FR100944-7d5e0132e53f,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,738,830
FR100946,fr,de,FR100946.source.fr.txt,FR100946.translation.de.txt,dd73d626a118a2f9d24e5eb2f955d55b2f6f64f7dc50b9ea6052fc4c3c2dee37,dc0ee29bf74cec7a919c1eadeb51379d54e9ae4ca988aad7f9d8e29f739310e5,e3c-de-full-246-google-tllm-v1-FR100946-dc0ee29bf74c,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,1737,2104
FR100959,fr,de,FR100959.source.fr.txt,FR100959.translation.de.txt,a61523621dcb150df950c2cb2dd06ac7900b58924fce0b7e88ef4283a01f9602,9405a97fa9105335ef9d00b8fde7384b143bf6ee25a987790644d39c07e45a0f,e3c-de-full-246-google-tllm-v1-FR100959-9405a97fa910,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,772,876
FR100960,fr,de,FR100960.source.fr.txt,FR100960.translation.de.txt,9e4278c08bd0fd4193c76041fbe6a792d95cadcfbe1eb6952ef246a52f94d76b,58fa8bd715083016bac6558bc4858e66727e2c9927b93c912a6e116a0b9cf552,e3c-de-full-246-google-tllm-v1-FR100960-58fa8bd71508,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,546,635
FR100971,fr,de,FR100971.source.fr.txt,FR100971.translation.de.txt,8484aabbc87d245c277dcd84730a16e9d02bbb832835e1d0dbd7962ebe90eca0,c06a0361b91f28266f521b84f00cf8fc18ed9455b29829f15a1c08a0c6cc2d39,e3c-de-full-246-google-tllm-v1-FR100971-c06a0361b91f,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,356,390
FR100979,fr,de,FR100979.source.fr.txt,FR100979.translation.de.txt,cdfa1c0ea141110112f1edc31540855306a865a2c432592172f905b984e33d7b,ebec12d4c8af9419c479e5f612b2fe3831ba4b90267fa5d96826c4767e82de94,e3c-de-full-246-google-tllm-v1-FR100979-ebec12d4c8af,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,671,740
FR100986,fr,de,FR100986.source.fr.txt,FR100986.translation.de.txt,f6de40ecb21e2bc959a86eb1e59e6ad267e819a328f4953821145a8830a31821,f0fb14d30e714a1e8d26548239d7325a120bcfab1e271281a59482f522dd67d5,e3c-de-full-246-google-tllm-v1-FR100986-f0fb14d30e71,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,702,746
FR100994,fr,de,FR100994.source.fr.txt,FR100994.translation.de.txt,5e226a4965c72360ab5dcbbe3d2c8d59a5d972584c9c5b79499486bfd0433d08,7d08d34232398fef9b99b13ddaf39aa6494a75c3407f0ea8dc7d56285cef9768,e3c-de-full-246-google-tllm-v1-FR100994-7d08d3423239,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,760,799
FR100996,fr,de,FR100996.source.fr.txt,FR100996.translation.de.txt,78e87c43303e84a57bed4cfe1fd0a82b83f59fb7c502dbc094c591c66814161d,eab9eacebe26f5183e1c9e2174f618e79b673cb9d6a7b21d04bdfd3ec9f384bf,e3c-de-full-246-google-tllm-v1-FR100996-eab9eacebe26,automatic_check_failed,units_added,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,1053,1184
FR100998,fr,de,FR100998.source.fr.txt,FR100998.translation.de.txt,0b17d0c9c367e71739a8b2d83b52703412c0461a19ca79aef13e14ead6840c27,b5966fd0d657e889c5bd33904c9965e1b548fee31a3f6dbdb342690b02524431,e3c-de-full-246-google-tllm-v1-FR100998-b5966fd0d657,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,963,1110
FR101000,fr,de,FR101000.source.fr.txt,FR101000.translation.de.txt,53c964fd3bfa62083ce6dc4d900ddb306fab7ffb43b3eb74bead47af87e86a9e,92fd148bca3f3a1e93bdc30efa02197684324e98e6a2eda40f43dbf6b3acff22,e3c-de-full-246-google-tllm-v1-FR101000-92fd148bca3f,ready_for_review,,google-cloud-translation,v3,general/translation-llm,phentrieve,us-central1,2026-08-22T13:31:39.817340+00:00,563,562
